Question, Tag
Consider the following relational schema COURSES cno cname STUDENTS rollno sname age year REGISTERED FOR cno rollno The underlined attributes indicate the primary keys for the relations The u2018year u2019 attribute for the STUDENTS relation indicates the year in which the student is currently studying First year Second year etc Write a relational algebra query to print the roll number of students who have registered for cno 322 Write a SQL query to print the age and year of the youngest student in each year   ,Relational Algebra
Consider the relation scheme AUTHOR ANAME INSTITUTION ACITY AGE PUBLISHER PNAME PCITY BOOK TITLE ANAME PNAME Express the following queries using one or more of SELECT PROJECT JOIN and DIVIDE operations Get the names of all publishers Get values of all attributes of all authors who have published a book for the publisher with PNAME u2019TECHNICAL PUBLISHERS u2019 Get the names of all authors who have published a book for any publisher located in Madras ,Relational Algebra
A library relational database system uses the following schema USERS User User Name Home Town BOOKS Book Book Title Author Name ISSUED Book User Date Explain in one English sentence what each of the following relational algebra queries is designed to determine  sigma_ ext User 6 left pi_ ext User Book Title left left ext USERS bowtie ext ISSUED right bowtie ext BOOKS right right  pi_ ext Author Name left ext BOOKS bowtie sigma_ ext Home Town Delhi left ext USERS bowtie ext ISSUED right right ,Relational Algebra
Given two union compatible relations R_1 A B and R_2 C D what is the result of the operation R_1 Join_ A C wedge B D R_2 R_1 cup R_2 R_1 imes R_2 R_1 u2013 R_2 R_1 cap R_2  ,Relational Algebra
Consider the following relational database schemes COURSES Cno name PRE REQ Cno pre Cno COMPLETED student_no Cno COURSES gives the number and name of all the available courses PRE REQ gives the information about which courses are pre requisites for a given course COMPLETED indicates what courses have been completed by students Express the following using relational algebra List all the courses for which a student with student_no 2310 has completed all the pre requisites ,Relational Algebra
Consider the join of a relation R with a relation S If R has m tuples and S has n tuples then the maximum and minimum sizes of the join respectively are m n and 0 mn and 0 m n and m n mn and m n  ,Relational Algebra
The following relations are used to store data about students courses enrollment of students in courses and teachers of courses Attributes for primary key in each relation are marked by u2018 u2019 Students rollno sname saddr courses cno cname enroll rollno cno grade each tno tname cao cno is course number cname is course name tno is teacher number tname is teacher name sname is student name etc Write a SQL query for retrieving roll number and name of students who got A grade in at least one course taught by teacher names Ramesh for the above relational database ,Relational Calculus
Which of the following query transformations i e replacing the l h s expression by the r h s expression is incorrect R1  and R2  are relations C1  and C2  are selection conditions and A1  and A2  are attributes of R1 A sigma_ C_1 left sigma_ C_2 left R_1 right right o  sigma_ C_2 left sigma_ C_1 left R_1 right right B sigma_ C_1 left pi_ A_1 left R_1 right right o  pi_ A_1 left sigma_ C_1 left R_1 right right C sigma_ C_1 left R_1 cup R_2 right o  sigma_ C_1 left R_1 right cup sigma_ C_1 left R_2 right D pi_ A_1 left sigma_ C_1 left R_1 right right o  sigma_ C_1 left pi_ A_1 left R_1 right right ,Relational Calculus
The relational algebra expression equivalent to the following tuple calculus expression left t mid t in r land left t A 10 land t B 20 right right is sigma_ A 10 lor B 20 r sigma_ A 10 r cup sigma_ B 20 r sigma_ A 10 r cap sigma_ B 20 r sigma_ A 10 r sigma_ B 20 r ,Relational Calculus
Which of the rational calculus expression is not safe left t mid exists u in R_1 left t A u A right land eg exists s in R_2 left t A s A right right left t mid forall u in R_1 left u A x Rightarrow exists s in R_2 left t A s A land s A u A right right right left t mid eg t in R_1 right left t mid exists u in R_1 left t A u A right land exists s in R_2 left t A s A right right  ,Relational Calculus
With regards to the expressive power of the formal relational query languages which of the following statements is true Relational algebra is more powerful than relational calculus Relational algebra has the same power as relational calculus Relational algebra has the same power as safe relational calculus None of the above ,Relational Calculus
Let R_1  left underline A B C right and R_2 left underline D E right  be two relation schema where the primary keys are shown underlined and let C be a foreign key in R_1 referring to R_2 Suppose there is no violation of the above referential integrity constraint in the corresponding relation instances r_1 and r_2 Which of the following relational algebra expressions would necessarily produce an empty relation Pi_D r_2 Pi_C r_1 Pi_C r_1 Pi_D r_2 Pi_D left r_1 bowtie_ C eq  D r_2 right Pi_C left r_1 bowtie_ C  D r_2 right ,Relational Calculus
Which of the following relational query languages have the same expressive power Relational algebra Tuple relational calculus restricted to safe expressions Domain relational calculus restricted to safe expressions  II and III only I and II only I and III only I II and III ,Relational Calculus
Consider a database that has the relation schemas EMP EmpId EmpName DeptId and DEPT DeptName DeptId Note that the DeptId can be permitted to be NULL in the relation EMP Consider the following queries on the database expressed in tuple relational calculus t exists u in EMP t EmpName u EmpName wedge forall v in DEPT t DeptId eq v DeptId t exists u in EMP t EmpName u EmpName wedge exists v in DEPT t DeptId eq v DeptId t exists u in EMP t EmpName u EmpName wedge exists v in DEPT t DeptId v DeptId Which of the above queries are safe I and II only I and III only II and III only I II and  III ,Safe Query
Consider the following relational database employees eno ename address basic salary projects pno pname nos of staffs allotted working pno eno pjob The queries regarding data in the above database are formulated below in SQL Describe in ENGLISH sentences the two queries that have been posted SELECT ename FROM employees WHERE eno IN SELECT eno FROM working GROUP BY eno HAVING COUNT SELECT COUNT FROM projects SELECT pname FROM projects WHERE pno IN SELECT pno FROM projects MINUS SELECT DISTINCT pno FROM working ,Sql
Suppose a database consist of the following relations SUPPLIER SCODE SNAME CITY PART PCODE PNAME PDESC CITY PROJECTS PRCODE PRNAME PRCITY SPPR SCODE PCODE PRCODE QTY  Write SQL programs corresponding to the following queries Print PCODE values for parts supplied to any project in DEHLI by a  supplier in DELHI Print all triples lt CITY PCODE CITY gt such that a supplier in first city  supplies the specified part to a project in the second city but do not print the  triples in which the two CITY values are same ,Sql
Which of the following is are correct An SQL query automatically eliminates duplicates An SQL query will not work if there are no indexes on the relations SQL permits attribute names to be repeated in the same relation None of the above ,Sql
Consider the set of relations EMP Employee no Dept no Employee name Salary DEPT Dept no Dept name Location Write an SQL query to Find all employees names who work in departments located at u2018Calcutta u2019 and whose salary is greater than Rs 50 000  ,Sql
Given relations r w x and s y z the result of select distinct w x from r s  is guaranteed to be same as r provided r has no duplicates and s is non empty r and s have no duplicates s has no duplicates and r is non empty r and s have the same number of tuples  ,Sql
In SQL relations can contain null values and comparisons with null values are treated as unknown Suppose all comparisons with a null value are treated as false Which of the following pairs is not equivalent x 5 quad not not x 5 x 5 quad x  gt 4 and x  lt 6 where x is an integer x  u2260 5 quad not x 5 none of the above  ,Sql
Consider a relation geq which represents greater than or equal to that is x y in geq only if y geq x create table geq ib integer not null ub integer not null primary key ib foreign key ub references geq on delete cascade Which of the following is possible if tuple x y is deleted A tuple z w with z gt y is deleted A tuple z w with z gt x is deleted A tuple z w with w lt x is deleted The deletion of x y is prohibited  ,Sql
 Consider the following relational schema ext Suppliers underline ext sid integer ext sname string city string street string  ext Parts underline ext pid integer ext pname string color string  ext Catalog underline ext sid integer pid integer ext cost real Consider the following relational query on the above database SELECT S sname FROM Suppliers S WHERE S sid NOT IN SELECT C sid FROM Catalog C WHERE C pid NOT IN SELECT P pid FROM Parts P WHERE P color lt gt blue Assume that relations corresponding to the above schema are not empty Which one of the following is the correct interpretation of the above query Find the names of all suppliers who have supplied a non blue part Find the names of all suppliers who have not supplied a non blue part Find the names of all suppliers who have supplied only non blue part Find the names of all suppliers who have not supplied only blue parts ,Sub Queries
Consider the following relations A B and C  A Id Name Age 12 Arun 60 15 Shreya 24 99 Rohit 11     B Id Name Age 15 Shreya 24 25 Hari 40 98 Rohit 20 99 Rohit 11      C Id Phone Area 10 2200 02 99 2100 01  How many tuples does the result of the following SQL query contain SELECT A Id FROM A WHERE A Age gt ALL SELECT B Age FROM B WHERE B Name lsquo Arun rsquo 4 3 0 1 ,Sub Queries
In a database system unique timestamps are assigned to each transaction using Lamport s logical clock Let TS T_ 1 and TS T_ 2 be the timestamps of transactions T_ 1 and T_ 2 respectively Besides T_ 1 holds a lock on the resource R and T_ 2 has requested a conflicting lock on the same resource R The following algorithm is used to prevent deadlocks in the database system assuming that a killed transaction is restarted with the same timestamp                                       if TS T_ 2 lt TS T_ 1 then                                               T_ 1 is killed                                       else T_ 2 waits Assume any transaction that is not killed terminates eventually Which of the following is TRUE about the database system that uses the above algorithm to prevent deadlocks The database system is both deadlock free and starvation free The database system is deadlock free but not starvation free The database system is starvation free but not deadlock free The database system is neither deadlock free nor starvation free ,Timestamp Ordering
Which level of locking provides the highest degree of concurrency in a relational database Page Table Row Page table and row level locking allow the same degree of concurrency ,Transaction And Concurrency
 Which one of the following is NOT a part of the ACID properties of database transactions Atomicity Consistency Isolation Deadlock freedom  ,Transactions
 Consider the following two phase locking protocol Suppose a transaction T accesses for read or write operations a certain set of objects O_1 O_k This is done in the following manner ext Step 1 T acquires exclusive locks to O_1 O_k in increasing order of their addresses ext Step 2  The required operations are performed ext Step 3 All locks are released This protocol will  guarantee serializability and  deadlock freedom   guarantee neither serializability nor deadlock freedom   guarantee serializability but not deadlock freedom   guarantee deadlock freedom but not serializability ,Transactions
For the schedule given below which of the following is correct 1 Read A  2  Read B 3 Write A  4  Read A 5  Write A 6  Write B 7 Read B  8 Write B   This schedule is serializable and can occur in a scheme using 2PL protocol This schedule is serializable but cannot occur in a scheme using 2PL protocol This schedule is not serializable but can occur in a scheme using 2PL protocol This schedule is not serializable and cannot occur in a scheme using 2PL protocol ,Transactions
 Which of the following scenarios may lead to an irrecoverable error in a database system A transaction writes a data item after it is read by an uncommitted transaction A transaction reads a data item after it is read by an uncommitted transaction A transaction reads a data item after it is written by a  committed transaction A transaction reads a data item after it is written by an uncommitted transaction  ,Transactions
Consider three data items D1 D2 and D3 and the following execution schedule of transactions T1 T2 and T3 In the diagram R D and W D denote the actions reading and writing the data item D respectively    Which of the following statements is correct The schedule is serializable as T2 T3 T1 The schedule is serializable as T2 T1 T3 The schedule is serializable as T3 T2 T1 The schedule is not serializable ,Transactions
Consider the following schedule S of transactions T1 and T2 T1 T2 Read A A A 10 Read A Temp 0 2 A Write A Read B Write A Read B B B 10 Write B B B Temp Write B Which of the following is TRUE about the schedule S S is serializable only as T1 T2 S is serializable only as T2 T1 S is serializable both as T1 T2 and T2 T1 S is serializable either as T1 or as T2  ,Transactions
Amongst the ACID properties of a transaction the Durability property requires that the changes made to the database by a successful transaction persist Except in case of an Operating System crash Except in case of a Disk crash Except in case of a power failure Always even if there is a failure of any kind ,Transactions
Fig 7 shows a B tree where only key values are indicated in the records Each block can hold upto three records A record with a key value 34 is inserted into the B tree Obtain the modified B tree after insertion ,Tree
Consider a selection of the form sigma_ A leq 100 r where r is a relation with 1000 tuples Assume that the attribute values for A among the tuples are uniformly distributed in the interval 0 500 Which one of the following options is the best estimate of the number of tuples returned by the given selection query 50 100 150 200 ,Uniform Distribution
A point is randomly selected with uniform probability in the X Y plane within the rectangle with  corners at 0 0 1 0 1 2 and 0 2 If p is the length of the position vector of the point the  expected value of p 2 is left dfrac 2 3 right quad 1 left dfrac 4 3 right left dfrac 5 3 right ,Uniform Distribution
Suppose you break a stick of unit length at a point chosen uniformly at random Then the expected length of the shorter stick is ________ ,Uniform Distribution
 Consider a carry look ahead adder for adding two n bit integers built using gates of fan in at most two The time to perform addition using this adder is Theta 1 Theta log n Theta sqrt n Theta n ,Adder
Fill in the blanks In the two bit full adder subtractor unit shown in below figure when the switch is in position 2 ___________ using _________ arithmetic ,Adder
An N bit carry lookahead adder where N is a multiple of 4 employs ICs 74181 4 bit ALU and 74182 4 bit carry lookahead generator The minimum addition time using the best architecture for this adder is proportional to N proportional to log N a constant None of the above ,Adder
The number of full and half adders required to add 16 bit numbers is 8 half adders 8 full adders 1 half adder 15 full adders 16 half adders 0 full adders 4 half adders 12 full adders  ,Adder
Consider the ALU shown below If the operands are in 2 u2019s complement representation which of the following operations can be performed by suitably setting the control lines K and C_0 only and u2013 denote addition and subtraction respectively A B and A u2013 B but not A 1 A B and A 1 but not A u2013 B A B but not A u2013 B or A 1 A B and A u2013 B and A 1 ,Adder
A 4 bit carry look ahead adder which adds two 4 bit numbers is designed using AND OR NOT NAND NOR gates only Assuming that all the inputs are available in both complemented and uncomplemented forms and the delay of each gate is one time unit what is the overall propagation delay of the adder Assume that the carry network has been implemented using two level AND OR logic 4 time units 6  time units 10  time units 12  time units ,Adder
Consider an eight bit ripple carry adder for computing the sum of A and B where A and B are integers represented in 2 s complement form If the decimal value of A is one the decimal value of B that leads to the longest latency for the sum to stabilize is ___________,Adder
The maximum gate delay for any output to appear in an array multiplier for multiplying two n bit numbers is O n 2 O n O log n O 1  ,Array Multiplier
Consider an array multiplier for multiplying two n bit numbers If each gate in the circuit has a unit delay the total delay of the multiplier is Theta 1 Theta log n Theta n Theta n 2 ,Array Multiplier
The total number of Boolean functions which can be realised with four variables is 4 17 256 65 536 ,Boolean Algebra
The simultaneous equations on the  Boolean  variables x y z and w x y z 1 xy 0 xz w 1 xy bar z bar w 0 have the following solution for x y z and w respectively 0 1 0 0 1 1 0 1 1 0 1 1 1 0 0 0  ,Boolean Algebra
Let x_ 1  u2295 x_ 2  u2295 x_ 3  u2295 x_ 4 0 where x_ 1 x_ 2 x_ 3 x_ 4 are Boolean variables and u2295 is the XOR operator Which one of the following must always be TRUE x_ 1 x_ 2 x_ 3 x_ 4 0 x_ 1 x_ 3 x_ 2 0 bar x _ 1  u2295  bar x _ 3  bar x _ 2  u2295  bar x _ 4 x_ 1 x_ 2 x_ 3 x_ 4 0  ,Boolean Algebra
For x in 0 1 let lnot x denote the negation of x that is lnot  x begin cases 1 amp mbox iff x 0 0 amp mbox iff x 1 end cases If x in 0 1 n then lnot x denotes the component wise negation of x that is lnot x _i biggl lnot x_i mid i in 1 n biggr Consider a circuit C computing a function f 0 1 n o 0 1 using AND land OR lor and NOT lnot gates Let D be the circuit obtained from C by replacing each AND gate by an OR gate and replacing each OR gate by an AND Suppose D computes the function g Which of the following is true for all inputs x g x lnot f x g x f x land f lnot x g x f x lor f lnot x g x lnot f lnot x None of the above ,Boolean Algebra
 Consider the Boolean operator with the following properties x 0 x x 1 overline x x x 0 and x overline x 1 Then x y is equivalent to  x overline y overline x y x overline y overline x overline y overline x y xy xy overline x overline y ,Boolean Expressions
The Boolean expression A oplus B oplus A is equivalent to AB bar A bar B bar A B A bar B B bar A ,Boolean Expressions
Find values of Boolean variables A B C which satisfy the following equations A B 1 AC BC A C 1 AB 0 ,Boolean Expressions
 Let be a Boolean operation defined as A B AB overline A overline B If C A B then evaluate and fill in the blanks A A ____ C A ____ Solve the following boolean equations for the values of A B and C AB overline A C 1 AC B 0   ,Boolean Expressions
What values of A B C and D satisfy the following simultaneous Boolean equations overline A AB 0 AB AC AB A overline C CD overline C D A 1 B 0 C 0 D 1 A 1 B 1 C 0 D 0 A 1 B 0 C 1 D 1 A 1 B 0 C 0 D 0 ,Boolean Expressions
Let be defined as x y bar x y Let z x y Value of z x is  bar x y x 0 1  ,Boolean Expressions
Let f A B A B Simplified expression for function f f x y y z is x z xyz xy z None of the above ,Boolean Expressions
Choose the correct alternatives more than one may be correct and write the corresponding letters only The operation which is commutative but not associative is AND OR EX OR NAND  ,Boolean Operations
Which of the following operations is commutative but not associative AND OR NAND EXOR  ,Boolean Operations
Which of the following expressions is not equivalent to bar x x ext NAND x x ext NOR x x ext NAND 1 x ext NOR 1  ,Boolean Operations
When multiplicand Y is multiplied by multiplier X x_ n 1 x_ n 2 dots x_0 using bit pair recoding in Booth s algorithm partial products are generated according to the following table Row xi 1 xi xi 1 Partial Product 1 0 0 0 0 2 0 0 1 Y 3 0 1 0 Y 4 0 1 1 2Y 5 1 0 0 6 1 0 1 Y 7 1 1 0 Y 8 1 1 1 The partial products for rows 5 and 8 are 2Y and Y 2Y and 2Y 2Y and 0 0 and Y ,Booth Recoding
Booth u2019s algorithm for integer multiplication gives worst performance when the multiplier pattern is 101010 u2026 1010 100000 u2026 0001 111111 u2026 1111 011111 u2026 1110  ,Booths Algorithm
Booth s coding in 8 bits for the decimal number 57 is 0 100 1000 0 100 100 1 0 1 100 10 1 00 10 100 1  ,Booths Algorithm
Using Booth s Algorithm for multiplication the multiplier 57 will be recoded as 0 1 0 0 1 0 0 1 1 1 0 0 0 1 1 1 0 1 0 0 1 0 0 0 0 1 0 0 1 0 0 1 ,Booths Algorithm
The two numbers given below are multiplied using the Booth s algorithm Multiplicand                             0101 1010 1110 1110 Multiplier                            0111 0111 1011 1101 How many additions Subtractions are required for the multiplication of the above two numbers 6 8 10 12 ,Booths Algorithm
Find the minimum product of sums of the following expression f ABC bar A bar B bar C ,Canonical Normal Form
Consider the following logic circuit whose inputs are functions f_1 f_2 f_3 and output is f Given that f_1 x y z Sigma 0 1 3 5 f_2 x y z Sigma 6 7 and f x y z Sigma 1 4 5 f_3 is  Sigma 1 4 5 Sigma 6 7 Sigma 0 1 3 5 None of the above ,Canonical Normal Form
Given f_1 f_3 and f in canonical sum of products form in decimal for the circuit f_1 Sigma m 4 5 6 7 8 f_3 Sigma m 1 6 15 f Sigma m 1 6 8 15 hen f_2 is Sigma m 4 6 Sigma m 4 8 Sigma m 6 8 Sigma m 4 6 8 ,Canonical Normal Form
The minterm expansion of f P Q R PQ Q bar R P bar R is m_2 m_4 m_6 m_7 m_0 m_1 m_3 m_5 m_0 m_1 m_6 m_7 m_2 m_3 m_4 m_5 ,Canonical Normal Form
The total number of prime implicants of the function f w x y z sum 0 2 4 5 6 10 is __________,Canonical Normal Form
Given the function F P QR where F is a function in three Boolean variables P Q and R and P P consider the following statements S1 F sum 4 5 6 S2 F sum 0 1 2 3 7 S3 F Pi 4 5 6 S4 F Pi 0 1 2 3 7 Which of the following is true S1 False S2 True S3 True S4 False S1 True S2 False S3 False S4 True S1 False S2 False S3 True S4 True S1 True S2 True S3 False S4 False ,Canonical Normal Form
 A Boolean expression is an expression made out of propositional letters such as p q r and operators wedge vee and eg e g p wedge eg q vee eg r An expression is said to be in sum of product form also called disjunctive normal form if all eg occur just before letters and no vee occurs in scope of wedge e g p wedge eg q vee eg p wedge q The expression is said to be in product of sum form also called conjunctive normal form if all negations occur just before letters and no wedge occurs in the scope of vee e g p vee eg q wedge eg p vee q Which of the following is not correct Every Boolean expression is equivalent to an expression is sum of product form Every Boolean expression is equivalent to an expression in product of sum form Every Boolean expression is equivalent to an expression without vee operator Every Boolean expression is equivalent to an expression without wedge operator Every Boolean expression is equivalent to an expression without eg operator ,Canonical Normal Form
Given two three bit numbers a_ 2 a_ 1 a_ 0  and b_ 2 b_ 1 b_ 0  and c  the carry in the function  that represents the  carry  generate function when these two numbers are added  is  a_ 2 b_ 2 a_ 2 a_ 1 b_ 1 a_ 2 a_ 1 a_ 0 b_ 0 a_ 2 a_ 0 b_ 1 b_ 0 a_ 1 b_ 2 b_ 1 a_ 1 a_ 0 b_ 2 b_ 0 a_ 0 b_ 2 b_ 1 b_ 0 a_ 2 b_ 2 a_ 2 b_ 1 b_ 0 a_ 2 a_ 1 b_ 1 b_ 0 a_ 1 a_ 0 b_ 2 b_ 1 a_ 1 a_ 0 b_ 2 a_ 1 a_ 0 b_ 2 b_ 0 a_ 2 a_ 0 b_ 1 b_ 0 a_ 2 b_ 2 a_ 2 oplus b_ 2 a_ 1 b_ 1 a_ 1 oplus b_ 1 a_ 0 b_ 0 a_ 2 b_ 2 overline a_ 2 a_ 1 b_ 1 overline a_ 2 a_ 1 a_ 0 b_ 0 overline a_ 2 a_ 0 overline b_ 1 b_ 0 a_ 1 overline b_ 2 b_ 1 overline a_ 1 a_ 0 overline b_ 2 b_ 0 a_ 0 overline b_ 2 b_ 1 b_ 0 ,Carry Generator
In a look ahead carry generator the carry generate function G_i and the carry propagate function P_i for inputs A_i and B_i are given by P_i A_i oplus B_i ext  and G_i A_iB_i The expressions for the sum bit S_i and the carry bit C_ i 1 of the look ahead carry adder are given by S_i P_i oplus C_i ext and C_ i 1 G_i P_iC_i ext where C_0 ext  is the input carry Consider a two level logic implementation of the look ahead carry generator Assume that all  P_i and G_i are available for the carry generator circuit and that the AND and OR gates can have any number of inputs The number of AND gates and OR gates needed to implement the look ahead carry generator for a 4 bit adder with S_3 S_2 S_1 S_0 and C_4 as  its outputs are respectively 6 3 10 4 6 4 10 5 ,Carry Generator
Analyse the circuit in Fig below and complete the following table a b Q_n 0 0  0 1  1 0  1 1   ,Circuit Output
Multiple choices can be correct Mark all of them For the initial state of 000 the function performed by the arrangement of the J K flip flops in figure is Shift Register Mod 3 Counter Mod 6 Counter Mod 2 Counter None of the above ,Circuit Output
The logic expression for the output of the circuit shown in figure below is overline AC overline BC CD A overline C B overline C CD ABC overline C overline D overline A overline B overline B  overline C CD ,Circuit Output
Find the contents of the flip flop Q_2 Q_1 and Q_0 in the circuit of figure after giving four clock pulses to the clock terminal Assume Q_2Q_1Q_0 000 initially  ,Circuit Output
Consider the circuit in Fig 2 21 which has a four bit binary number b_3b_2b_1b_0 as input and a five bit binary number d_4d_3d_2d_1d_0 as output         Binary to Hex conversion Binary to BCD conversion Binary to grey code conversion Binary to radix 12 conversion ,Circuit Output
Consider the circuit in figure f implements overline A overline B C overline A B overline C ABC A B C A oplus B oplus C AB BC CA ,Circuit Output
Consider a logic circuit shown in figure below The functions f_1 f_2 ext and f in canonical sum of products form in decimal notation are f_1 w x y z sum 8 9 10 f_2 w x y z sum 7 8 12 13 14 15 f w x y z sum 8 9 The function f_3 is sum 9 10 sum 9 sum 1 8 9 sum 8 10 15 ,Circuit Output
Without any additional circuitry an 8 1 MUX can be used to obtain a Some but not all Boolean functions of 3 variables b All function of 3 variables but none of 4 variables c All functions of 3 variables and some but not all of 4 variables d All functions of 4 variables,Combinational
Which of the following is TRUE about formulae in Conjunctive Normal Form For any formula there is a truth assignment for which at least half the clauses evaluate to true For any formula there is a truth assignment for which all the clauses evaluate to true There is a formula such that for each truth assignment at most one fourth of the clauses evaluate to true None of the above ,Conjunctive Normal Form
How many 3 to 8 line decoders with an enable input are needed to construct a 6 to 64 line decoder without using any other logic gates 7 8 9 10  ,Decoder
A logic network has two data inputs A and B and two control inputs C_0 and C_1 It implements the function F according to the following table C_1 C_2 F 0 0 overline A B 0 1 A B 1 0 A oplus B  Implement the circuit using one 4 to 1 Multiplexer one 2 input Exclusive OR gate one 2 input AND gate one 2 input OR gate and one Inverter  ,Digital Circuits
In the following truth table V 1 if and only if the input is valid  Inputs Outputs D_0 D_1 D_2 D_3 X_0 X_1 V 0 0 0 0 x x 0 1 0 0 0 0 0 1 x 1 0 0 0 1 1 x x 1 0 1 0 1 x x x 1 1 1 1 What function does the truth table represent Priority encoder   Decoder   Multiplexer   Demultiplexer ,Digital Circuits
Consider the following combinational function block involving four Boolean variables x y a b where x a b are inputs and y is the output f x a b y if x is 1 y a else y b Which one of the following digital logic blocks is the most suitable for implementing this function Full adder Priority encoder Multiplexor Flip flop ,Digital Circuits
 We want to design a synchronous counter that counts the sequence 0 1 0 2 0 3 and then repeats The minimum number of ext J K  flip flops required to implement this counter is _____________ ,Digital Counter
The number of flip flops required to construct a binary modulo N counter is __________,Digital Counter
How many pulses are needed to change the contents of a 8 bit up counter from 10101100 to 00100111 rightmost bit is the LSB 134 133 124 123 ,Digital Counter
The minimum number of ext D flip flops needed to design a mod 258 counter is 9 8 512 258 ,Digital Counter
Let k 2 n A circuit is built by giving the output of an n bit binary counter as input to an n ext to 2 n  bit decoder This circuit is equivalent to a  k bit binary up counter  k bit binary down counter k bit ring counter k bit Johnson counter ,Digital Counter
Consider a 4 bit Johnson counter with an initial value of 0000 The counting sequence of this counter is  0 1 3 7 15 14 12 8 0 0 1 3 5 7 9 11 13 15 0 0 2 4 6 8 10 12 14 0 0 8 12 14 15 7 3 1 0 ,Digital Counter
The minimum number of JK flip flops required to construct a synchronous counter with the count sequence 0 0 1 1 2 2 3 3 0 0 is _______ ,Digital Counter
The dual of a Boolean function F x_1 x_2 dots x_n written as F D  is the same expression  as that of F with and u22c5 swapped F is said to be self dual if F F D  The number of self dual  functions with n Boolean variables is 2 n 2 n 1 2 2 n 2 2 n 1 ,Dual Function
The  n bit fixed point representation of an unsigned real number  X  uses  f  bits for the fraction part Let  i n f The range of decimal values for X in this representation is 2 f to  2 i 2 f to  left 2 i 2 f right 0 to  2 i 0 to  left 2 i 2 f right ,Fixed Point Representation
Find the maximum clock frequency at which the counter in the figure  below  can be operated Assume that the propagation delay through each flip flop and  each AND gate is 10 ext ns Also assume that the setup time for the JK  inputs of the flip flops is negligible ,Flip Flop
Design a 3 bit counter using D flip flops such that not more than one flip flop changes state between any two consecutive states ,Flip Flop
A sequential circuit takes an input stream of 0 s and 1 s and produces an output stream of 0 s and 1 s Initially it replicates the input on its output until two consecutive 0 s are encountered on the input From then onward it produces an output stream which is the bit wise complement of input stream until it encounters two consecutive 1 s whereupon the process repeats An example input and output stream is shown below The input stream 101100 01001011 0 11 The desired output 101100 10110100 0 11 J K master slave flip flops are to be used to design the circuit Give the state transition diagram,Flip Flop
In an SR latch made by cross coupling two NAND gates if both S and R inputs are set to 0 then it will result in Q 0 Q 1 Q 1 Q 0 Q 1 Q 1 Indeterminate states ,Flip Flop
A positive edge triggered D flip flop is connected to a positive edge triggered JK flip flop as follows The Q output of the D flip flop is connected to both the J and K inputs of the JK flip flop while the Q output of the JK flip flop is connected to the input of the D flip flop Initially the output of the D flip flop is set to logic one and the output of the JK flip flop is cleared Which one of the following is the bit sequence including the initial state generated at the Q output of the JK flip flop when the flip flops are connected to a free running common clock Assume that J K 1 is the toggle mode and J K 0 is the state holding mode of the JK flip flops Both the flip flops have non zero propagation delays 0110110 0100100 011101110 011001100 ,Flip Flop
Consider a combination of T and D flip flops connected as shown below The output of the D flip flop is connected to the input of the T flip flop  and the output of the T flip flop is connected to the input of the D flip flop Initially both  Q_ 0 and  Q_ 1 are set to 1 before the 1st  clock cycle The outputs Q_ 1 Q_ 0 after the 3rd  cycle are 11 and after the 4th  cycle are 00 respectively Q_ 1 Q_ 0 after the 3rd  cycle are 11 and after the 4th  cycle are 01  respectively Q_ 1 Q_ 0 after the 3rd  cycle are 00  and after the 4th  cycle are 11  respectively Q_ 1 Q_ 0 after the 3rd  cycle are 01 and after the 4th  cycle are 01  respectively ,Flip Flop
The exponent of a floating point number is represented in excess N code so that The dynamic range is large The precision is high The smallest number is represented by all zeros Overflow is avoided ,Floating Point Representation
A 32 bit floating point number is represented by a 7 bit signed exponent and a 24 bit fractional mantissa The base of the scale factor is 16 The range of the exponent is ___________,Floating Point Representation
The following is a scheme for floating point number representation using 16 bits Bit Position 15 14 9 8 0  s e m  Sign Exponent Mantissa Let  s e  and  m  be the numbers represented in binary in the sign exponent and mantissa fields respectively Then the floating point number represented is begin cases 1 s left 1 m imes 2 9 right 2 e 31 amp ext if the exponent eq 111111  0 amp ext otherwise end cases What is the maximum difference between two successive real numbers representable in this system 2 40 2 9 2 22 2 31 ,Floating Point Representation
Consider the following floating point format       Mantissa is a pure fraction in sign magnitude form The decimal number 0 239 imes 2 13 has the following hexadecimal representation without normalization and rounding off 0D 24 0D 4D 4D 0D 4D 3D ,Floating Point Representation
Consider the following floating point format Mantissa is a pure fraction in sign magnitude form The normalized representation for the above format is specified as follows The mantissa has an implicit 1 preceding the binary radix point Assume that only 0 u2019s are padded in while shifting a field The normalized representation of the above number 0 239 imes 2 13 is 0A 20 11 34 49 D0 4A E8 ,Floating Point Representation
Given the following binary number in 32 bit single precision IEEE 754 format                                     large 00111110011011010000000000000000 The decimal value closest to this floating point number is 1 45 10 1 1 45 10 1 2 27 10 1 2 27 10 1 ,Floating Point Representation
 The implication gate shown below has two inputs x ext and y the output is 1 except when x 1 ext and y 0 ext realize f bar x y x bar y using only four implication gates Show that the implication gate is functionally complete  ,Functional Completeness
Which of the following sets of component s is are sufficient to implement any arbitrary Boolean function XOR gates NOT gates 2 to 1 multiplexers AND gates XOR gates Three input gates that output A B C for the inputs A B and C  ,Functional Completeness
A set of Boolean connectives is functionally complete if all Boolean functions can be synthesized using those Which of the following sets of connectives is NOT functionally complete EX NOR implication negation OR negation NAND ,Functional Completeness
